6	19	6	5	2016
6	10	7	5	2016
6	10	8	5	2016
6	10	8	5	2016
6	10	8	5	2016
6	19	8	5	2016
6	10	10	5	2016
6	19	10	5	2016
6	10	11	5	2016
6	12	12	5	2016
6	10	13	5	2016
6	12	14	5	2016
6	10	16	5	2016
6	10	16	5	2016
6	10	17	5	2016
6	10	18	5	2016
6	10	19	5	2016
6	12	24	5	2016
6	16	24	5	2016
6	12	25	5	2016
6	12	26	5	2016
6	11	28	5	2016
6	15	31	5	2016
6	10	2	6	2016
6	10	2	6	2016
6	10	3	6	2016
6	12	4	6	2016
6	16	7	6	2016
6	16	10	6	2016
6	16	20	6	2016
9	11	2	5	2016
9	11	8	5	2016
9	11	10	5	2016
9	14	12	5	2016
9	11	14	5	2016
9	21	16	5	2016
9	3	17	5	2016
9	3	19	5	2016
12	11	2	5	2016
12	12	3	5	2016
12	10	9	5	2016
12	3	10	5	2016
12	14	10	5	2016
12	3	16	5	2016
12	10	16	5	2016
12	16	17	5	2016
12	10	18	5	2016
12	3	20	5	2016
12	3	21	5	2016
12	3	22	5	2016
12	3	23	5	2016
12	14	23	5	2016
12	3	27	5	2016
12	3	28	5	2016
12	13	31	5	2016
12	11	2	6	2016
12	12	2	6	2016
12	3	3	6	2016
12	11	3	6	2016
12	11	4	6	2016
12	19	7	6	2016
12	3	10	6	2016
12	3	11	6	2016
12	3	11	6	2016
12	14	12	6	2016
12	16	12	6	2016
12	3	15	6	2016
15	3	1	5	2016
15	3	2	5	2016
15	12	2	5	2016
15	3	3	5	2016
15	3	5	5	2016
15	3	6	5	2016
15	5	6	5	2016
15	3	7	5	2016
15	3	9	5	2016
15	3	12	5	2016
15	3	13	5	2016
15	2	14	5	2016
15	21	15	5	2016
15	3	16	5	2016
15	21	16	5	2016
15	11	17	5	2016
15	3	19	5	2016
15	3	19	5	2016
15	5	19	5	2016
15	5	19	5	2016
15	21	19	5	2016
15	3	22	5	2016
15	11	22	5	2016
15	5	24	5	2016
15	3	25	5	2016
15	11	25	5	2016
15	3	26	5	2016
15	3	26	5	2016
15	12	26	5	2016
15	3	27	5	2016
15	11	27	5	2016
15	3	28	5	2016
15	3	29	5	2016
15	5	29	5	2016
15	3	31	5	2016
15	3	31	5	2016
15	11	2	6	2016
15	11	2	6	2016
15	11	2	6	2016
15	3	3	6	2016
15	3	4	6	2016
15	11	4	6	2016
15	2	5	6	2016
15	14	5	6	2016
15	3	6	6	2016
15	3	6	6	2016
15	5	6	6	2016
15	12	6	6	2016
15	2	8	6	2016
15	3	8	6	2016
15	3	8	6	2016
15	3	9	6	2016
15	11	13	6	2016
15	11	14	6	2016
15	3	16	6	2016
15	12	17	6	2016
15	3	18	6	2016
15	3	18	6	2016
15	12	19	6	2016
15	3	20	6	2016
15	3	21	6	2016
15	3	22	6	2016
15	3	22	6	2016
15	2	23	6	2016
15	2	25	6	2016
15	3	2	7	2016
15	3	4	7	2016
17	11	1	5	2016
17	14	1	5	2016
17	11	2	5	2016
17	3	3	5	2016
17	12	4	5	2016
17	3	5	5	2016
17	3	6	5	2016
17	11	9	5	2016
17	8	11	5	2016
17	12	11	5	2016
17	3	13	5	2016
17	11	14	5	2016
17	11	14	5	2016
17	11	15	5	2016
17	6	16	5	2016
17	10	17	5	2016
17	11	21	5	2016
17	10	22	5	2016
17	8	23	5	2016
17	3	8	6	2016
17	13	15	6	2016
